2021-11-22 21:07:56.903 | 1 | DBG | Microsoft.Extensions.Hosting.Internal.Host | Hosting starting
2021-11-22 21:08:17.689 | 20 | DBG | Microsoft.AspNetCore.Server.Kestrel.Transport.Sockets | Connection id "0HMDE2L87LHTF" received FIN.
2021-11-22 21:08:17.691 | 12 | DBG | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" is closed. The last processed stream ID was 35.
2021-11-22 21:08:17.694 | 12 | DBG | Microsoft.AspNetCore.Server.Kestrel.Transport.Sockets | Connection id "0HMDE2L87LHTF" sending FIN because: "The client closed the connection."
2021-11-22 21:08:17.698 | 20 | DBG | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" stopped.
2021-11-22 21:08:46.871 | 16 | DBG | Microsoft.AspNetCore.Server.Kestrel | Config reload token fired. Checking for changes...
2021-11-22 21:08:47.127 | 16 | DBG | Microsoft.AspNetCore.Server.Kestrel | Config reload token fired. Checking for changes...
2021-11-22 21:09:56.703 | 1 | DBG | Microsoft.Extensions.Hosting.Internal.Host | Hosting starting
2021-11-22 21:09:56.833 | 1 | INF | Microsoft.AspNetCore.DataProtection.KeyManagement.XmlKeyManager | User profile is available. Using 'C:\Users\z0041rxs\AppData\Local\ASP.NET\DataProtection-Keys' as key repository and Windows DPAPI to encrypt keys at rest.
2021-11-22 21:09:56.858 | 1 | DBG | Microsoft.AspNetCore.DataProtection.Repositories.FileSystemXmlRepository | Reading data from file 'C:\Users\z0041rxs\AppData\Local\ASP.NET\DataProtection-Keys\key-5b396e93-c300-4c4b-81e5-8b3b868d3adc.xml'.
2021-11-22 21:09:56.863 | 1 | DBG | Microsoft.AspNetCore.DataProtection.Repositories.FileSystemXmlRepository | Reading data from file 'C:\Users\z0041rxs\AppData\Local\ASP.NET\DataProtection-Keys\key-742db1cd-6e3b-4739-b2f8-b8ed2744a8c7.xml'.
2021-11-22 21:09:56.864 | 1 | DBG | Microsoft.AspNetCore.DataProtection.Repositories.FileSystemXmlRepository | Reading data from file 'C:\Users\z0041rxs\AppData\Local\ASP.NET\DataProtection-Keys\key-b0624dbd-dfe3-45a4-992c-dd395fc01cf0.xml'.
2021-11-22 21:09:56.872 | 1 | DBG | Microsoft.AspNetCore.DataProtection.KeyManagement.XmlKeyManager | Found key {5b396e93-c300-4c4b-81e5-8b3b868d3adc}.
2021-11-22 21:09:56.885 | 1 | DBG | Microsoft.AspNetCore.DataProtection.KeyManagement.XmlKeyManager | Found key {742db1cd-6e3b-4739-b2f8-b8ed2744a8c7}.
2021-11-22 21:09:56.887 | 1 | DBG | Microsoft.AspNetCore.DataProtection.KeyManagement.XmlKeyManager | Found key {b0624dbd-dfe3-45a4-992c-dd395fc01cf0}.
2021-11-22 21:09:56.904 | 1 | DBG | Microsoft.AspNetCore.DataProtection.KeyManagement.DefaultKeyResolver | Considering key {b0624dbd-dfe3-45a4-992c-dd395fc01cf0} with expiration date 2021-12-28 13:55:04Z as default key.
2021-11-22 21:09:56.970 | 1 | DBG | Microsoft.AspNetCore.DataProtection.TypeForwardingActivator | Forwarded activator type request from Microsoft.AspNetCore.DataProtection.XmlEncryption.DpapiXmlDecryptor, Microsoft.AspNetCore.DataProtection, Version=6.0.0.0, Culture=neutral, PublicKeyToken=adb9793829ddae60 to Microsoft.AspNetCore.DataProtection.XmlEncryption.DpapiXmlDecryptor, Microsoft.AspNetCore.DataProtection, Culture=neutral, PublicKeyToken=adb9793829ddae60
2021-11-22 21:09:56.977 | 1 | DBG | Microsoft.AspNetCore.DataProtection.XmlEncryption.DpapiXmlDecryptor | Decrypting secret element using Windows DPAPI.
2021-11-22 21:09:56.980 | 1 | DBG | Microsoft.AspNetCore.DataProtection.TypeForwardingActivator | Forwarded activator type request from Microsoft.AspNetCore.DataProtection.AuthenticatedEncryption.ConfigurationModel.AuthenticatedEncryptorDescriptorDeserializer, Microsoft.AspNetCore.DataProtection, Version=6.0.0.0, Culture=neutral, PublicKeyToken=adb9793829ddae60 to Microsoft.AspNetCore.DataProtection.AuthenticatedEncryption.ConfigurationModel.AuthenticatedEncryptorDescriptorDeserializer, Microsoft.AspNetCore.DataProtection, Culture=neutral, PublicKeyToken=adb9793829ddae60
2021-11-22 21:09:56.987 | 1 | DBG | Microsoft.AspNetCore.DataProtection.AuthenticatedEncryption.CngCbcAuthenticatedEncryptorFactory | Opening CNG algorithm 'AES' from provider 'null' with chaining mode CBC.
2021-11-22 21:09:56.993 | 1 | DBG | Microsoft.AspNetCore.DataProtection.AuthenticatedEncryption.CngCbcAuthenticatedEncryptorFactory | Opening CNG algorithm 'SHA256' from provider 'null' with HMAC.
2021-11-22 21:09:57.005 | 1 | DBG | Microsoft.AspNetCore.DataProtection.KeyManagement.KeyRingProvider | Using key {b0624dbd-dfe3-45a4-992c-dd395fc01cf0} as the default key.
2021-11-22 21:09:57.008 | 1 | DBG | Microsoft.AspNetCore.DataProtection.Internal.DataProtectionHostedService | Key ring with default key {b0624dbd-dfe3-45a4-992c-dd395fc01cf0} was loaded during application startup.
2021-11-22 21:09:57.567 | 1 | DBG | Microsoft.AspNetCore.Server.Kestrel.Core.KestrelServer | Using development certificate: CN=localhost (Thumbprint: BF08CA4CB17E1B395EFE5D0C8B64F537CAA070A8)
2021-11-22 21:09:57.722 | 1 | INF | Microsoft.Hosting.Lifetime | Now listening on: https://localhost:5001
2021-11-22 21:09:57.724 | 1 | INF | Microsoft.Hosting.Lifetime | Now listening on: http://localhost:5000
2021-11-22 21:09:57.726 | 1 | DBG | Microsoft.AspNetCore.Hosting.Diagnostics | Loaded hosting startup assembly UserInterface
2021-11-22 21:09:57.728 | 1 | DBG | Microsoft.AspNetCore.Hosting.Diagnostics | Loaded hosting startup assembly Microsoft.AspNetCore.Watch.BrowserRefresh
2021-11-22 21:09:57.729 | 1 | DBG | Microsoft.AspNetCore.Hosting.Diagnostics | Loaded hosting startup assembly Microsoft.WebTools.BrowserLink.Net
2021-11-22 21:09:57.731 | 1 | INF | Microsoft.Hosting.Lifetime | Application started. Press Ctrl+C to shut down.
2021-11-22 21:09:57.734 | 1 | INF | Microsoft.Hosting.Lifetime | Hosting environment: MD2V0GMC
2021-11-22 21:09:57.736 | 1 | INF | Microsoft.Hosting.Lifetime | Content root path: C:\Repositorios\UAI\MCGA\TPGrupal\UI\UserInterface
2021-11-22 21:09:57.739 | 1 | DBG | Microsoft.Extensions.Hosting.Internal.Host | Hosting started
2021-11-22 21:09:57.867 | 6 | DBG | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2MAR34DG" accepted.
2021-11-22 21:09:57.879 | 4 | DBG | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2MAR34DG" started.
2021-11-22 21:09:57.879 | 11 | DBG | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2MAR34DH" accepted.
2021-11-22 21:09:57.901 | 9 | DBG | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2MAR34DH" started.
2021-11-22 21:09:57.902 | 5 | DBG | Microsoft.AspNetCore.Server.Kestrel.Transport.Sockets | Connection id "0HMDE2MAR34DH" received FIN.
2021-11-22 21:09:57.902 | 10 | DBG | Microsoft.AspNetCore.Server.Kestrel.Transport.Sockets | Connection id "0HMDE2MAR34DG" received FIN.
2021-11-22 21:09:57.932 | 7 | DBG | Microsoft.AspNetCore.Server.Kestrel.Https.Internal.HttpsConnectionMiddleware | Failed to authenticate HTTPS connection.
System.IO.IOException:  Received an unexpected EOF or 0 bytes from the transport stream.
   at System.Net.Security.SslStream.ReceiveBlobAsync[TIOAdapter](TIOAdapter adapter)
   at System.Net.Security.SslStream.ForceAuthenticationAsync[TIOAdapter](TIOAdapter adapter, Boolean receiveFirst, Byte[] reAuthenticationData, Boolean isApm)
   at Microsoft.AspNetCore.Server.Kestrel.Https.Internal.HttpsConnectionMiddleware.OnConnectionAsync(ConnectionContext context)
2021-11-22 21:09:57.932 | 14 | DBG | Microsoft.AspNetCore.Server.Kestrel.Https.Internal.HttpsConnectionMiddleware | Failed to authenticate HTTPS connection.
System.IO.IOException:  Received an unexpected EOF or 0 bytes from the transport stream.
   at System.Net.Security.SslStream.ReceiveBlobAsync[TIOAdapter](TIOAdapter adapter)
   at System.Net.Security.SslStream.ForceAuthenticationAsync[TIOAdapter](TIOAdapter adapter, Boolean receiveFirst, Byte[] reAuthenticationData, Boolean isApm)
   at Microsoft.AspNetCore.Server.Kestrel.Https.Internal.HttpsConnectionMiddleware.OnConnectionAsync(ConnectionContext context)
2021-11-22 21:09:58.019 | 7 | DBG | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2MAR34DH" stopped.
2021-11-22 21:09:58.019 | 14 | DBG | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2MAR34DG" stopped.
2021-11-22 21:09:58.026 | 5 | DBG | Microsoft.AspNetCore.Server.Kestrel.Transport.Sockets | Connection id "0HMDE2MAR34DH" sending FIN because: "The Socket transport's send loop completed gracefully."
2021-11-22 21:09:58.026 | 7 | DBG | Microsoft.AspNetCore.Server.Kestrel.Transport.Sockets | Connection id "0HMDE2MAR34DG" sending FIN because: "The Socket transport's send loop completed gracefully."
2021-11-22 21:10:00.803 | 12 | DBG | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2MAR34DI" accepted.
2021-11-22 21:10:00.807 | 5 | DBG | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2MAR34DI" started.
2021-11-22 21:10:00.907 | 9 | DBG | Microsoft.AspNetCore.Server.Kestrel.Https.Internal.HttpsConnectionMiddleware | Connection "0HMDE2MAR34DI" established using the following protocol: "Tls12"
2021-11-22 21:10:01.048 | 5 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:5001/ - -
2021-11-22 21:10:01.134 | 5 | DBG | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | Wildcard detected, all requests with hosts will be allowed.
2021-11-22 21:10:01.137 | 5 | DBG | Microsoft.AspNetCore.HttpsPolicy.HstsMiddleware | The host 'localhost' is excluded. Skipping HSTS header.
2021-11-22 21:10:01.142 | 5 | DBG | Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware | The request path / does not match a supported file type
2021-11-22 21:10:01.210 | 5 | DBG | Microsoft.AspNetCore.Routing.Matching.DfaMatcher | 1 candidate(s) found for the request path '/'
2021-11-22 21:10:01.219 | 5 | DBG | Microsoft.AspNetCore.Routing.Matching.DfaMatcher | Endpoint 'UserInterface.Controllers.HomeController.Index (UserInterface)' with route pattern '{controller=Home}/{action=Index}/{id?}' is valid for the request path '/'
2021-11-22 21:10:01.226 | 5 | DBG | Microsoft.AspNetCore.Routing.EndpointRoutingMiddleware | Request matched endpoint 'UserInterface.Controllers.HomeController.Index (UserInterface)'
2021-11-22 21:10:01.232 | 5 | INF | Microsoft.AspNetCore.Routing.EndpointMiddleware | Executing endpoint 'UserInterface.Controllers.HomeController.Index (UserInterface)'
2021-11-22 21:10:01.254 | 5 | DBG | Microsoft.AspNetCore.Mvc.ModelBinding.ModelBinderFactory | Registered model binder providers, in the following order: ["Microsoft.AspNetCore.Mvc.ModelBinding.Binders.BinderTypeModelBinderProvider","Microsoft.AspNetCore.Mvc.ModelBinding.Binders.ServicesModelBinderProvider","Microsoft.AspNetCore.Mvc.ModelBinding.Binders.BodyModelBinderProvider","Microsoft.AspNetCore.Mvc.ModelBinding.Binders.HeaderModelBinderProvider","Microsoft.AspNetCore.Mvc.ModelBinding.Binders.FloatingPointTypeModelBinderProvider","Microsoft.AspNetCore.Mvc.ModelBinding.Binders.EnumTypeModelBinderProvider","Microsoft.AspNetCore.Mvc.ModelBinding.Binders.DateTimeModelBinderProvider","Microsoft.AspNetCore.Mvc.ModelBinding.Binders.SimpleTypeModelBinderProvider","Microsoft.AspNetCore.Mvc.ModelBinding.Binders.CancellationTokenModelBinderProvider","Microsoft.AspNetCore.Mvc.ModelBinding.Binders.ByteArrayModelBinderProvider","Microsoft.AspNetCore.Mvc.ModelBinding.Binders.FormFileModelBinderProvider","Microsoft.AspNetCore.Mvc.ModelBinding.Binders.FormCollectionModelBinderProvider","Microsoft.AspNetCore.Mvc.ModelBinding.Binders.KeyValuePairModelBinderProvider","Microsoft.AspNetCore.Mvc.ModelBinding.Binders.DictionaryModelBinderProvider","Microsoft.AspNetCore.Mvc.ModelBinding.Binders.ArrayModelBinderProvider","Microsoft.AspNetCore.Mvc.ModelBinding.Binders.CollectionModelBinderProvider","Microsoft.AspNetCore.Mvc.ModelBinding.Binders.ComplexObjectModelBinderProvider"]
2021-11-22 21:10:01.371 | 5 | INF | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Route matched with {action = "Index", controller = "Home"}. Executing controller action with signature Microsoft.AspNetCore.Mvc.IActionResult Index() on controller UserInterface.Controllers.HomeController (UserInterface).
2021-11-22 21:10:01.380 | 5 | DBG | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Execution plan of authorization filters (in the following order): ["None"]
2021-11-22 21:10:01.384 | 5 | DBG | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Execution plan of resource filters (in the following order): ["Microsoft.AspNetCore.Mvc.ViewFeatures.Filters.SaveTempDataFilter"]
2021-11-22 21:10:01.393 | 5 | DBG | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Execution plan of action filters (in the following order): ["Microsoft.AspNetCore.Mvc.Filters.ControllerActionFilter (Order: -2147483648)","Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter (Order: -3000)"]
2021-11-22 21:10:01.400 | 5 | DBG | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Execution plan of exception filters (in the following order): ["None"]
2021-11-22 21:10:01.403 | 5 | DBG | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Execution plan of result filters (in the following order): ["Microsoft.AspNetCore.Mvc.ViewFeatures.Filters.SaveTempDataFilter"]
2021-11-22 21:10:01.410 | 5 | DBG | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executing controller factory for controller UserInterface.Controllers.HomeController (UserInterface)
2021-11-22 21:10:01.414 | 5 | DBG | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executed controller factory for controller UserInterface.Controllers.HomeController (UserInterface)
2021-11-22 21:10:01.432 | 5 | DBG | Microsoft.AspNetCore.Mvc.Razor.Compilation.DefaultViewCompiler | Initializing Razor view compiler with compiled view: '/Views/Configuration/Index.cshtml'.
2021-11-22 21:10:01.433 | 5 | DBG | Microsoft.AspNetCore.Mvc.Razor.Compilation.DefaultViewCompiler | Initializing Razor view compiler with compiled view: '/Views/Home/Index.cshtml'.
2021-11-22 21:10:01.437 | 5 | DBG | Microsoft.AspNetCore.Mvc.Razor.Compilation.DefaultViewCompiler | Initializing Razor view compiler with compiled view: '/Views/Home/Privacy.cshtml'.
2021-11-22 21:10:01.438 | 5 | DBG | Microsoft.AspNetCore.Mvc.Razor.Compilation.DefaultViewCompiler | Initializing Razor view compiler with compiled view: '/Views/Report/Index.cshtml'.
2021-11-22 21:10:01.443 | 5 | DBG | Microsoft.AspNetCore.Mvc.Razor.Compilation.DefaultViewCompiler | Initializing Razor view compiler with compiled view: '/Views/Shared/Error.cshtml'.
2021-11-22 21:10:01.447 | 5 | DBG | Microsoft.AspNetCore.Mvc.Razor.Compilation.DefaultViewCompiler | Initializing Razor view compiler with compiled view: '/Views/Shared/_Layout.cshtml'.
2021-11-22 21:10:01.449 | 5 | DBG | Microsoft.AspNetCore.Mvc.Razor.Compilation.DefaultViewCompiler | Initializing Razor view compiler with compiled view: '/Views/Shared/_ValidationScriptsPartial.cshtml'.
2021-11-22 21:10:01.451 | 5 | DBG | Microsoft.AspNetCore.Mvc.Razor.Compilation.DefaultViewCompiler | Initializing Razor view compiler with compiled view: '/Views/Status/Index.cshtml'.
2021-11-22 21:10:01.453 | 5 | DBG | Microsoft.AspNetCore.Mvc.Razor.Compilation.DefaultViewCompiler | Initializing Razor view compiler with compiled view: '/Views/Visualization/Index.cshtml'.
2021-11-22 21:10:01.456 | 5 | DBG | Microsoft.AspNetCore.Mvc.Razor.Compilation.DefaultViewCompiler | Initializing Razor view compiler with compiled view: '/Views/_ViewImports.cshtml'.
2021-11-22 21:10:01.460 | 5 | DBG | Microsoft.AspNetCore.Mvc.Razor.Compilation.DefaultViewCompiler | Initializing Razor view compiler with compiled view: '/Views/_ViewStart.cshtml'.
2021-11-22 21:10:01.474 | 5 | DBG | Microsoft.AspNetCore.Mvc.Razor.RazorViewEngine | View lookup cache miss for view 'Index' in controller 'Home'.
2021-11-22 21:10:01.493 | 5 | INF | Microsoft.AspNetCore.Mvc.ViewFeatures.ViewResultExecutor | Executing ViewResult, running view Index.
2021-11-22 21:10:01.501 | 5 | DBG | Microsoft.AspNetCore.Mvc.ViewFeatures.ViewResultExecutor | The view path '/Views/Home/Index.cshtml' was found in 24.3049ms.
2021-11-22 21:10:01.576 | 5 | DBG | Microsoft.AspNetCore.Mvc.Razor.RazorViewEngine | View lookup cache miss for view '_Layout' in controller 'Home'.
2021-11-22 21:10:01.736 | 6 | INF | Microsoft.AspNetCore.Mvc.ViewFeatures.ViewResultExecutor | Executed ViewResult - view Index executed in 265.9707ms.
2021-11-22 21:10:01.747 | 6 | INF | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executed action UserInterface.Controllers.HomeController.Index (UserInterface) in 338.5432ms
2021-11-22 21:10:01.751 | 6 | INF | Microsoft.AspNetCore.Routing.EndpointMiddleware | Executed endpoint 'UserInterface.Controllers.HomeController.Index (UserInterface)'
2021-11-22 21:10:01.766 | 11 | DBG | Microsoft.AspNetCore.Watch.BrowserRefresh.BrowserRefreshMiddleware | Response markup is scheduled to include browser refresh script injection.
2021-11-22 21:10:01.795 | 11 | DBG | Microsoft.AspNetCore.Watch.BrowserRefresh.BrowserRefreshMiddleware | Response markup was updated to include browser refresh script injection.
2021-11-22 21:10:01.821 | 11 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:5001/ - - - 200 - text/html;+charset=utf-8 780.8707ms
2021-11-22 21:10:01.865 | 5 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:5001/lib/chartjs/Chart.bundle.js - -
2021-11-22 21:10:01.847 | 4 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:5001/lib/bootstrap/dist/css/bootstrap.min.css - -
2021-11-22 21:10:01.848 | 9 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:5001/css/site.css - -
2021-11-22 21:10:01.879 | 5 | DBG | Microsoft.AspNetCore.HttpsPolicy.HstsMiddleware | The host 'localhost' is excluded. Skipping HSTS header.
2021-11-22 21:10:01.881 | 4 | DBG | Microsoft.AspNetCore.HttpsPolicy.HstsMiddleware | The host 'localhost' is excluded. Skipping HSTS header.
2021-11-22 21:10:01.849 | 15 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:5001/css/fontawesome-5.6.3/all.css - -
2021-11-22 21:10:01.865 | 14 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:5001/lib/jquery-datatables/jquery.dataTables.min.js - -
2021-11-22 21:10:01.883 | 9 | DBG | Microsoft.AspNetCore.HttpsPolicy.HstsMiddleware | The host 'localhost' is excluded. Skipping HSTS header.
2021-11-22 21:10:01.894 | 15 | DBG | Microsoft.AspNetCore.HttpsPolicy.HstsMiddleware | The host 'localhost' is excluded. Skipping HSTS header.
2021-11-22 21:10:01.910 | 9 | INF | Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware | Sending file. Request path: '/css/site.css'. Physical path: 'C:\Repositorios\UAI\MCGA\TPGrupal\UI\UserInterface\wwwroot\css\site.css'
2021-11-22 21:10:01.899 | 14 | DBG | Microsoft.AspNetCore.HttpsPolicy.HstsMiddleware | The host 'localhost' is excluded. Skipping HSTS header.
2021-11-22 21:10:01.847 | 16 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:5001/lib/jquery-datatables/jquery.dataTables.min.css - -
2021-11-22 21:10:01.865 | 17 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:5001/lib/jquery/dist/jquery.min.js - -
2021-11-22 21:10:01.950 | 16 | DBG | Microsoft.AspNetCore.HttpsPolicy.HstsMiddleware | The host 'localhost' is excluded. Skipping HSTS header.
2021-11-22 21:10:01.952 | 17 | DBG | Microsoft.AspNetCore.HttpsPolicy.HstsMiddleware | The host 'localhost' is excluded. Skipping HSTS header.
2021-11-22 21:10:01.959 | 9 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:5001/css/site.css - - - 200 5410 text/css 111.2515ms
2021-11-22 21:10:01.966 | 16 | INF | Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware | Sending file. Request path: '/lib/jquery-datatables/jquery.dataTables.min.css'. Physical path: 'C:\Repositorios\UAI\MCGA\TPGrupal\UI\UserInterface\wwwroot\lib\jquery-datatables\jquery.dataTables.min.css'
2021-11-22 21:10:02.001 | 10 | INF | Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware | Sending file. Request path: '/css/fontawesome-5.6.3/all.css'. Physical path: 'C:\Repositorios\UAI\MCGA\TPGrupal\UI\UserInterface\wwwroot\css\fontawesome-5.6.3\all.css'
2021-11-22 21:10:02.002 | 4 | INF | Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware | Sending file. Request path: '/lib/jquery-datatables/jquery.dataTables.min.js'. Physical path: 'C:\Repositorios\UAI\MCGA\TPGrupal\UI\UserInterface\wwwroot\lib\jquery-datatables\jquery.dataTables.min.js'
2021-11-22 21:10:02.010 | 15 | INF | Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware | Sending file. Request path: '/lib/bootstrap/dist/css/bootstrap.min.css'. Physical path: 'C:\Repositorios\UAI\MCGA\TPGrupal\UI\UserInterface\wwwroot\lib\bootstrap\dist\css\bootstrap.min.css'
2021-11-22 21:10:02.002 | 14 | INF | Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware | Sending file. Request path: '/lib/jquery/dist/jquery.min.js'. Physical path: 'C:\Repositorios\UAI\MCGA\TPGrupal\UI\UserInterface\wwwroot\lib\jquery\dist\jquery.min.js'
2021-11-22 21:10:02.014 | 16 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:5001/lib/jquery-datatables/jquery.dataTables.min.css - - - 200 14440 text/css 166.2651ms
2021-11-22 21:10:02.020 | 7 | INF | Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware | Sending file. Request path: '/lib/chartjs/Chart.bundle.js'. Physical path: 'C:\Repositorios\UAI\MCGA\TPGrupal\UI\UserInterface\wwwroot\lib\chartjs\Chart.bundle.js'
2021-11-22 21:10:02.026 | 10 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:5001/css/fontawesome-5.6.3/all.css - - - 200 70450 text/css 176.5934ms
2021-11-22 21:10:02.031 | 4 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:5001/lib/jquery-datatables/jquery.dataTables.min.js - - - 200 87897 application/javascript 166.6158ms
2021-11-22 21:10:02.061 | 7 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:5001/lib/chartjs/Chart.bundle.js - - - 200 579244 application/javascript 196.4605ms
2021-11-22 21:10:02.038 | 15 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:5001/lib/bootstrap/dist/css/bootstrap.min.css - - - 200 155764 text/css 191.1714ms
2021-11-22 21:10:02.049 | 14 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:5001/lib/jquery/dist/jquery.min.js - - - 200 89476 application/javascript 184.5321ms
2021-11-22 21:10:02.067 | 17 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:5001/lib/bootstrap/dist/js/bootstrap.bundle.min.js - -
2021-11-22 21:10:02.092 | 17 | DBG | Microsoft.AspNetCore.HttpsPolicy.HstsMiddleware | The host 'localhost' is excluded. Skipping HSTS header.
2021-11-22 21:10:02.115 | 10 | INF | Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware | Sending file. Request path: '/lib/bootstrap/dist/js/bootstrap.bundle.min.js'. Physical path: 'C:\Repositorios\UAI\MCGA\TPGrupal\UI\UserInterface\wwwroot\lib\bootstrap\dist\js\bootstrap.bundle.min.js'
2021-11-22 21:10:02.117 | 17 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:5001/js/site.js?v=4q1jwFhaPaZgr8WAUSrux6hAuh0XDg9kPS3xIVq36I0 - -
2021-11-22 21:10:02.121 | 10 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:5001/lib/bootstrap/dist/js/bootstrap.bundle.min.js - - - 200 78641 application/javascript 53.8338ms
2021-11-22 21:10:02.130 | 17 | DBG | Microsoft.AspNetCore.HttpsPolicy.HstsMiddleware | The host 'localhost' is excluded. Skipping HSTS header.
2021-11-22 21:10:02.137 | 17 | INF | Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware | Sending file. Request path: '/js/site.js'. Physical path: 'C:\Repositorios\UAI\MCGA\TPGrupal\UI\UserInterface\wwwroot\js\site.js'
2021-11-22 21:10:02.145 | 17 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:5001/js/site.js?v=4q1jwFhaPaZgr8WAUSrux6hAuh0XDg9kPS3xIVq36I0 - - - 200 230 application/javascript 27.1273ms
2021-11-22 21:10:02.244 | 9 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:5001/_framework/aspnetcore-browser-refresh.js - -
2021-11-22 21:10:02.282 | 4 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:5001/css/webfonts/fa-regular-400.woff2 - -
2021-11-22 21:10:02.280 | 7 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:5001/content/images/home.configuration.icon.png - -
2021-11-22 21:10:02.275 | 10 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:5001/content/images/home.graph.icon.png - -
2021-11-22 21:10:02.282 | 15 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:5001/css/webfonts/fa-solid-900.woff2 - -
2021-11-22 21:10:02.313 | 4 | DBG | Microsoft.AspNetCore.HttpsPolicy.HstsMiddleware | The host 'localhost' is excluded. Skipping HSTS header.
2021-11-22 21:10:02.313 | 7 | DBG | Microsoft.AspNetCore.HttpsPolicy.HstsMiddleware | The host 'localhost' is excluded. Skipping HSTS header.
2021-11-22 21:10:02.317 | 9 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:5001/_framework/aspnetcore-browser-refresh.js - - - 200 7924 application/javascript;+charset=utf-8 73.0552ms
